dr7objid,gz2class,total_classifications,total_votes,asset_id,path,label,ra,dec
588016527975579690,Ei,41,133,205288,../data/images/205288.jpg,elliptical,147.47124,38.906704
588017564948430886,Sb3t,38,295,209339,../data/images/209339.jpg,spiral,174.53337,11.196375
587739407324479578,Sb(m),40,226,260230,../data/images/260230.jpg,merger,200.14752,34.139328
587727944033304748,Sc4m,39,311,248223,../data/images/248223.jpg,spiral,148.54454,2.2871943
587729652348092560,Er,56,170,36664,../data/images/36664.jpg,elliptical,247.34912,40.874954
587735665854841008,Ser,44,173,85094,../data/images/85094.jpg,edge_on,245.03969,37.798214
587742573224722448,Ei(m),42,199,174672,../data/images/174672.jpg,merger,176.06871,20.216866
587732054318121026,SBc2m,45,358,50973,../data/images/50973.jpg,spiral,135.06508,40.296753
587742549600174124,Er,37,115,171431,../data/images/171431.jpg,elliptical,203.1807,18.176317
587729160055291922,Ei,41,130,32005,../data/images/32005.jpg,elliptical,229.34566,4.213607
588017991221117016,Er,45,152,230299,../data/images/230299.jpg,elliptical,191.73666,9.857104
587726016163807517,Sb2m,31,248,16479,../data/images/16479.jpg,spiral,228.33669,2.5137703
588023670244048916,Ei,48,148,237256,../data/images/237256.jpg,elliptical,180.4812,20.747883
587742610805031047,Sen,42,182,177887,../data/images/177887.jpg,edge_on,224.7976,13.421861
587736940370788440,Ser,34,144,101451,../data/images/101451.jpg,edge_on,213.56154,35.42366
587742549607776340,Ei,43,138,171552,../data/images/171552.jpg,elliptical,221.11249,15.480914
587726033338106158,Er,41,134,19670,../data/images/19670.jpg,elliptical,216.19753,2.6644418
587742577532797204,SBb2m(m),59,518,176498,../data/images/176498.jpg,merger,225.1536,16.172304
587731869628432476,Sb2l,48,399,46596,../data/images/46596.jpg,spiral,158.4494,52.371265
587748928164724838,Er,42,131,189824,../data/images/189824.jpg,elliptical,175.02669,-0.8377519
587734862146961426,Sc4t,36,271,74605,../data/images/74605.jpg,spiral,155.30293,8.113927
587722984440659987,Sc2m,41,325,1963,../data/images/1963.jpg,spiral,217.01889,1.0063055
587739810498347126,SBc2t,33,273,140655,../data/images/140655.jpg,spiral,240.33836,16.306767
587735349099954194,Er(m),48,256,81755,../data/images/81755.jpg,merger,156.45251,13.727938
587738570322870287,Sc2m,35,278,112738,../data/images/112738.jpg,spiral,205.59955,14.73913
587725552813867108,Ei(m),43,177,10438,../data/images/10438.jpg,merger,138.2682,60.244884
587742550685450445,Sb?t,42,325,172160,../data/images/172160.jpg,spiral,230.30174,14.252469
587733604266934289,Sc+t,39,298,70594,../data/images/70594.jpg,spiral,245.5008,40.447865
587741566050238597,Ei(m),40,208,153670,../data/images/153670.jpg,merger,156.10155,28.0287
587731500260720647,Sb1l(m),44,242,44026,../data/images/44026.jpg,merger,159.1833,54.796955
587736977421828344,Seb,46,188,104114,../data/images/104114.jpg,edge_on,236.37073,26.60305
587739610247921732,Ei,36,114,133079,../data/images/133079.jpg,elliptical,211.36803,30.767225
587729156279631878,Sb(m),43,291,30011,../data/images/30011.jpg,merger,166.80511,65.10185
587729388212322361,Ei(m),46,213,35279,../data/images/35279.jpg,merger,131.58398,47.15633
587742190440939526,Er,33,112,170584,../data/images/170584.jpg,elliptical,182.03786,25.078865
588848899366387842,Sb3t,47,381,242460,../data/images/242460.jpg,spiral,158.464,-0.56136364
587742013298835520,Sb2m,40,294,163378,../data/images/163378.jpg,spiral,221.02966,18.012632
587733399184867443,Sc4m,41,326,66598,../data/images/66598.jpg,spiral,248.4556,33.327858
587735665852285113,Sc3t,36,259,85059,../data/images/85059.jpg,spiral,239.69754,41.93811
587741489289494739,Sc?t,54,420,149617,../data/images/149617.jpg,spiral,146.95421,23.722805
587742189905313815,Sc2t,42,316,170274,../data/images/170274.jpg,spiral,185.23283,24.668581
587741534393991216,Sc2t,51,387,153485,../data/images/153485.jpg,spiral,165.1332,29.695728
587733604804395251,Er,42,136,70947,../data/images/70947.jpg,elliptical,247.0971,39.570312
588017704531853356,Sc2m(m),43,332,218420,../data/images/218420.jpg,merger,158.3893,11.871378
587739133488070838,SBc2m(m),46,376,120455,../data/images/120455.jpg,merger,202.33932,37.41402
587730023338737801,Ei(m),40,219,42229,../data/images/42229.jpg,merger,243.08617,4.6007094
588017990702661865,SBb?t,41,322,230201,../data/images/230201.jpg,spiral,233.96623,6.0580525
587729386074800214,SBb2m(m),40,342,34047,../data/images/34047.jpg,merger,165.25217,57.784145
587739407325855864,Er,45,140,127647,../data/images/127647.jpg,elliptical,203.8619,33.725044
588017605225545758,Sb?l(m),42,294,212472,../data/images/212472.jpg,merger,198.82195,44.4071
588023045874319434,SBc4m,48,387,235200,../data/images/235200.jpg,spiral,155.4743,23.67151
587729751674978733,Ser,35,147,37846,../data/images/37846.jpg,edge_on,256.85513,30.225016
587736812057002172,Sc3t,31,229,98864,../data/images/98864.jpg,spiral,226.82228,10.604264
587739815852376220,Sc+t,49,394,142173,../data/images/142173.jpg,spiral,237.79936,21.942627
587739721368404061,Sc2t,56,435,138854,../data/images/138854.jpg,spiral,204.79517,28.959217
587739652644012227,Ser(u),50,223,261162,../data/images/261162.jpg,edge_on,237.1725,21.869757
587730022798786648,Sc2m(m),30,252,250414,../data/images/250414.jpg,merger,236.01529,4.769467
587742864742875176,Sc?t,44,339,183949,../data/images/183949.jpg,spiral,164.14519,16.791195
587736542566416585,Ei,52,168,91769,../data/images/91769.jpg,elliptical,241.0966,5.6204343
587739408400646248,Ser,42,177,260395,../data/images/260395.jpg,edge_on,206.79471,34.088745
588010360693719113,SBc2l,45,370,197148,../data/images/197148.jpg,spiral,172.87599,6.066137
587746209446690848,Er,42,140,189274,../data/images/189274.jpg,elliptical,162.62724,8.759622
587739706864762917,Sd?m(m),37,270,135188,../data/images/135188.jpg,merger,194.57599,29.128798
587736478125129867,SBc?t(m),32,278,89122,../data/images/89122.jpg,merger,210.91273,11.3782425
587742189365035025,Sc?t,38,286,169929,../data/images/169929.jpg,spiral,176.67735,23.963388
587739153356095531,Sc2m(m),40,293,120660,../data/images/120660.jpg,merger,125.88611,21.338093
587734892219858993,Ei,45,142,75428,../data/images/75428.jpg,elliptical,188.30597,9.397351
588017702413861093,Er,35,111,216116,../data/images/216116.jpg,elliptical,226.85551,8.49569
587739115771461676,Sc3m,41,312,118911,../data/images/118911.jpg,spiral,119.17436,17.991184
588011102641061987,Ei,47,161,199723,../data/images/199723.jpg,elliptical,232.31099,52.8639
587739720308818195,SBc3t,36,272,138151,../data/images/138151.jpg,spiral,238.5249,18.647663
588023670244180044,Ser,51,207,237264,../data/images/237264.jpg,edge_on,180.82335,20.637003
587730022800359743,SBc4t,45,361,41931,../data/images/41931.jpg,spiral,239.58167,4.4515224
587725551215050876,Ei,33,99,9511,../data/images/9511.jpg,elliptical,199.54413,66.42789
587739720846934449,Sc(m),46,405,138686,../data/images/138686.jpg,merger,241.34735,17.757172
587741601499578395,Sb?t,32,229,154600,../data/images/154600.jpg,spiral,196.11763,26.671976
587725040631611489,Ei,39,132,4574,../data/images/4574.jpg,elliptical,186.5468,-2.3606288
587739406774304786,Ei(l),29,97,126712,../data/images/126712.jpg,elliptical,163.40483,32.767654
587744727686250621,Er,49,158,185599,../data/images/185599.jpg,elliptical,135.8627,14.668921
587739827139051618,Er(m),50,296,142615,../data/images/142615.jpg,merger,240.53598,15.69317
587737827282125066,Ser,47,194,107115,../data/images/107115.jpg,edge_on,112.9567,41.82728
587739707420967062,Sb(m),52,329,136043,../data/images/136043.jpg,merger,241.39104,17.593699
587738569248145433,Sb?m,43,333,112274,../data/images/112274.jpg,spiral,203.2709,14.20514
587733604794433624,Ser,51,217,70806,../data/images/70806.jpg,edge_on,221.58076,54.63677
587735666916458649,Sb2m,31,251,85612,../data/images/85612.jpg,spiral,212.87126,55.121845
587742577531682981,Sc2t,39,305,176464,../data/images/176464.jpg,spiral,222.56837,16.719032
587729772610125863,Ei(m),48,218,38378,../data/images/38378.jpg,merger,210.15817,-2.906308
588011101034512515,Sb2t,36,274,199498,../data/images/199498.jpg,spiral,241.27147,45.44302
587738950954057734,Sc+t,42,336,116845,../data/images/116845.jpg,spiral,195.06723,36.254116
587739720850604518,Ei,41,120,138744,../data/images/138744.jpg,elliptical,249.28052,14.191808
587729228220596282,Sb2t,48,358,32571,../data/images/32571.jpg,spiral,223.74928,62.275944
588848900977852579,SBd4t,28,213,273699,../data/images/273699.jpg,spiral,160.47255,0.7932081
587736916216250546,Sc?t,35,270,100511,../data/images/100511.jpg,spiral,221.78088,12.446905
587736619328537121,Ser,49,204,95654,../data/images/95654.jpg,edge_on,248.12672,22.411789
587735662622605395,SBc2m,43,339,84010,../data/images/84010.jpg,spiral,148.92885,37.00938
588023669168472100,Er,42,143,236707,../data/images/236707.jpg,elliptical,176.03188,19.73753
587739828211941483,SBd2m,49,355,262156,../data/images/262156.jpg,spiral,238.98073,17.163733
587742627989094541,Sb3t,46,358,179355,../data/images/179355.jpg,spiral,224.90947,13.2149315
587741710489092123,Er,35,114,157516,../data/images/157516.jpg,elliptical,163.48508,26.90898
587739157656698907,Sc2l,43,343,121145,../data/images/121145.jpg,spiral,155.92422,33.773987
587739608639209570,Sb(m),33,223,132064,../data/images/132064.jpg,merger,215.92609,28.34609
588013382730121236,SBb2l(m),48,358,269111,../data/images/269111.jpg,merger,139.3446,41.998325
587742863134818407,Sc?t,54,418,183451,../data/images/183451.jpg,spiral,170.4099,16.031517
588017704532443147,Ei(m),45,207,218437,../data/images/218437.jpg,merger,159.70746,12.127944
587739707413823617,Ei,41,135,135890,../data/images/135890.jpg,elliptical,225.20271,23.59526
587736945739956311,Sc4t,40,311,102638,../data/images/102638.jpg,spiral,250.9078,21.691277
587739809958264897,Sb2m,48,375,140110,../data/images/140110.jpg,spiral,233.06989,18.674683
587738573532823679,Er,49,155,113164,../data/images/113164.jpg,elliptical,197.54147,39.156532
587736783607365680,Ei(m),51,266,97613,../data/images/97613.jpg,merger,243.17221,33.03772
587734893293011031,Ei,51,163,75825,../data/images/75825.jpg,elliptical,187.05133,10.297649
588017702932578382,Er(m),42,206,216366,../data/images/216366.jpg,merger,184.82164,12.016187
587725774528643442,SBb3m,49,394,11652,../data/images/11652.jpg,spiral,113.472244,37.025917
587731513142607999,SBb2m,48,362,283993,../data/images/283993.jpg,spiral,18.76515,0.40522513
587725817490636969,Sc2l,45,361,12760,../data/images/12760.jpg,spiral,204.01074,66.302536
587741489824071734,Ec(m),43,207,149983,../data/images/149983.jpg,merger,141.45682,22.369312
587733429234827399,Sc+m,31,233,68545,../data/images/68545.jpg,spiral,224.48477,53.78496
587742575919890586,SBc(m),43,322,175296,../data/images/175296.jpg,merger,219.4752,15.863662
588010135191093285,Ei(m),42,164,194422,../data/images/194422.jpg,merger,133.74553,49.14233
587731522281144441,Ei,49,163,45069,../data/images/45069.jpg,elliptical,136.68643,44.26097
587741708346327131,Ei,45,143,156352,../data/images/156352.jpg,elliptical,175.7948,26.574604
587741490907971731,SBc3m,45,360,150972,../data/images/150972.jpg,spiral,166.12144,29.074371
587739814779617625,SBb2m(m),37,330,141951,../data/images/141951.jpg,merger,239.64148,20.185137
587738568703869023,Sc3m,54,444,111979,../data/images/111979.jpg,spiral,185.80109,14.388948
587728918984786029,SBb2m(m),38,284,26993,../data/images/26993.jpg,merger,217.0542,61.187675
587724648182120632,Sc2m,49,385,2166,../data/images/2166.jpg,spiral,177.3847,-3.4761806
587728930795487599,Ei,59,191,27290,../data/images/27290.jpg,elliptical,114.635506,29.18552
587739406803009748,Er,43,138,127154,../data/images/127154.jpg,elliptical,238.09317,22.553326
587733441588756665,Seb,53,226,69547,../data/images/69547.jpg,edge_on,245.7088,37.72166
587733398109552688,Ei,46,156,66053,../data/images/66053.jpg,elliptical,244.60098,35.326515
587728949585969309,Sc2t,56,447,28708,../data/images/28708.jpg,spiral,153.46912,0.5509385
587729652354777743,Sb3t,42,338,36818,../data/images/36818.jpg,spiral,257.9491,28.324244
587735346958499983,Er,44,142,79996,../data/images/79996.jpg,elliptical,170.73065,13.441289
587732050558517257,Er,41,142,50219,../data/images/50219.jpg,elliptical,148.71147,52.590084
588023670244048935,Sb2l,37,280,237257,../data/images/237257.jpg,spiral,180.48703,20.624678
587741708881756185,Er,40,136,156681,../data/images/156681.jpg,elliptical,172.00316,26.798056
587731890842370128,Er,31,100,49025,../data/images/49025.jpg,elliptical,162.94748,55.38565
588297865264037891,Ei(m),40,158,240425,../data/images/240425.jpg,merger,166.36986,46.821194
587735662622670894,Ei,47,147,84011,../data/images/84011.jpg,elliptical,148.99387,37.155502
587734622176084119,SBc+t,32,259,73250,../data/images/73250.jpg,spiral,148.85284,41.15451
587735347494125623,Er,38,120,80408,../data/images/80408.jpg,elliptical,167.74983,13.6673355
587728679539245209,SBb3t,43,314,25058,../data/images/25058.jpg,spiral,170.77888,65.251854
587741830197149819,Sb3m(i),52,439,161866,../data/images/161866.jpg,spiral,172.76418,25.198372
587741488761208974,Ser,48,185,149448,../data/images/149448.jpg,edge_on,168.3817,27.876831
587739708475047950,Ei,40,131,136631,../data/images/136631.jpg,elliptical,193.78075,30.512691
587732482198405349,Sc?t,40,323,53713,../data/images/53713.jpg,spiral,140.257,39.156578
587736963458138168,Er,38,116,102852,../data/images/102852.jpg,elliptical,216.96304,33.186794
587725818568769539,Sb2t,48,386,13415,../data/images/13415.jpg,spiral,225.4559,62.48514
587725039016476731,Ser,46,185,3779,../data/images/3779.jpg,edge_on,176.11998,-3.5708568
587728308022542495,Sb2t,52,414,23033,../data/images/23033.jpg,spiral,154.7378,1.6600391
588017702948569314,SBc2t,39,304,216671,../data/images/216671.jpg,spiral,221.99745,9.4262295
587739295626559670,Ser,38,156,122044,../data/images/122044.jpg,edge_on,170.79475,34.48973
588016840709505109,Er,42,135,205656,../data/images/205656.jpg,elliptical,127.036804,26.094976
587729751669211505,Sc+t,38,309,37744,../data/images/37744.jpg,spiral,247.59164,40.924248
587727944568471647,Ser(u),42,181,248236,../data/images/248236.jpg,edge_on,144.62776,2.5732694
587741489830232271,Sc3t,43,347,150054,../data/images/150054.jpg,spiral,156.33621,26.4597
587742568395767914,Er(m),42,199,173673,../data/images/173673.jpg,merger,155.55254,17.859648
587739720846016524,Sb3t(o),30,257,138634,../data/images/138634.jpg,spiral,239.24635,18.643911
587731680647512240,Ei,41,133,45675,../data/images/45675.jpg,elliptical,117.41653,28.945618
587739827136954541,Sb3m,38,309,142579,../data/images/142579.jpg,spiral,235.88197,17.312897
587730022253461524,Sc2m,35,274,41342,../data/images/41342.jpg,spiral,216.62761,5.9763618
587741603109535906,Sa(m),36,201,155610,../data/images/155610.jpg,merger,194.59044,28.148754
587729387149721624,Sc4t,45,358,34735,../data/images/34735.jpg,spiral,169.9411,59.280525
588010358006415418,Sc2m(m),36,300,195177,../data/images/195177.jpg,merger,166.13077,3.718859
587748929778548949,Ec,42,140,190294,../data/images/190294.jpg,elliptical,182.36946,0.53328216
